"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13"
"94371",-3.45637265935408,1.90386845481555,1.1525846203483,0.233458510619441,-0.237477843086679,-0.488756842856164,0.48923128237938,0.113730684084095,-0.615387000962188,0.0990463754784331,0.208577516126525,0.139080719765869,-0.298944719692075
"3.7.1.141",-0.232305551329002,1.30477894407805,0.166680190532218,1.24874306125444,-0.442152875751223,0.0629611296097612,-0.113153977752507,0.0864014959568856,-0.0914653933965766,-0.0152546890259736,-0.667656800347561,0.207213164918776,-0.0518637170377134
"3.7.1.140",4.00561784615246,0.220327765603473,0.870665458522699,0.019260927611056,0.707315692863118,-0.25055189610285,0.320663604676037,-0.0784549077941384,-0.0806715017699446,-0.796882058250616,0.0179720055109138,-0.168251721209663,-0.223723222245978
"3748",-1.75015855372592,1.30504761235819,-2.55643400228861,-0.399128041049628,0.298769012744919,1.77631983139862,0.436029516100448,-1.01539394607615,0.197102227732669,-0.453798608751016,0.127755380024932,-0.501933897804791,0.766640481098632
"47957",-2.19273120981106,-0.763476762069629,-0.712306226723834,-0.27202244368649,-0.231449142610547,0.526093697175857,-0.0789048287566421,-0.789222175314122,-0.00936887288842705,0.0608217527955022,-0.330910791488934,0.0643324273287066,-0.0238749659153788
"3903",-1.12384194868113,0.481195789856069,0.155448056916267,0.3395364435614,0.246741368577973,0.276788292620273,0.368368425315642,0.256896439873521,0.661112633335933,0.351831418158318,-0.0384961377428216,0.290719111241087,0.20728664755354
"3902",0.832160411881609,1.30755587796281,1.54900874600186,0.216567500273383,0.200205167774869,1.15310256937719,-0.950543478667583,0.643775717654875,-0.0181106227323825,0.177052760826203,-0.148338227139065,-0.449105016119059,-0.0507832315265661
"27759",-3.63188621790866,-0.116519335483855,0.547961342353223,-0.201858303256363,0.49848564215921,0.313378253363313,0.330366181986852,0.328187251777218,-0.636762257052582,-0.0140998611626605,-0.0317609791926167,-0.134126630556975,0.0222006881967263
"12828",-0.865809696944247,0.988068538273576,0.81883567688605,-0.0532335168226997,-0.456278195388954,-0.028609315434447,-0.497438255656571,-0.44259391461073,-0.138374532254124,-0.318599642279665,-0.512940859603966,0.152187390696802,0.0569150454123694
"20394",-0.28392635811542,0.310939101064637,0.674970529046244,-0.308331301412302,-0.0942056380128244,0.0995546292189859,-0.78233365008325,0.346930395959527,0.646471310875547,-0.325094571204365,-0.241191357938672,-0.431219679800241,0.318790319106947
"20395",-2.15071445733047,0.366316180642278,1.1793725375922,-1.0646441823397,-0.0925263353651351,-0.402780672703472,0.155646081537709,-0.256000044699779,-0.47228850527407,0.0260283938453871,-0.538008607520299,0.513855898580747,0.274759453004224
"20396",-2.61931564531604,0.0903279067323003,0.255076262292149,-0.746940198587682,0.0618862146368668,-0.440298032550658,-0.521265042857203,-0.219229168760051,0.0994231180672988,0.02472244439767,-0.271442562561861,0.595037387272394,0.545228323650019
"20397",-1.90026518275185,-0.477263109125242,-0.894113431140678,0.350381731731758,-1.0900750501765,-0.944443066106542,0.646496142762175,-0.599460547724259,0.0999394519220958,-0.125820813832817,-0.277317090705058,0.304935002144841,0.416833871443355
"10675",-0.483355016984342,-0.476904806792049,-0.0670720534202652,-0.448214001218816,0.524666830241633,-1.22574526829223,-0.502199449123392,-0.519009262894142,0.501346411949216,-0.229043727365627,0.800261412216558,-0.0703598822932455,-0.00107706961900233
"10676",-2.81212236814163,-0.707909392451637,0.0906735330773146,0.327892687244813,-0.377856790857143,-0.585859753667791,-0.0706627813601387,-1.08500959357229,-0.0704976259477839,0.194267803290314,0.214507913569456,-0.530559275762984,0.150979272371387
"12834",-0.124016343272389,0.0894540196877182,0.111294219855435,-0.987681029458303,-0.703525085633052,-0.372166118308468,-0.0482683558766285,-0.939114379705087,0.665188151818959,-0.0427335478761999,-0.595345778495799,-0.564670627748426,0.201655014575829
"12833",-1.44563813782599,0.869898351692652,-1.04620418540239,-0.302389727302673,-0.0659985317240972,0.359940541928472,-0.152794989767284,-0.328588922529137,-0.0129472124086261,-0.118212725190603,0.74280846187111,-0.286516725543239,0.0354836592284672
"12845",-0.757102708696924,-1.41992453038135,0.530149523449609,-0.418446624219399,0.141289663788076,0.0530321934674233,0.286859291134851,0.0233110714502737,-0.40166841325484,0.0126919933050209,0.567157855315513,-0.403680541286036,-0.280022035734686
"94360",-0.190108385419015,0.937872200487765,1.81386142335027,-1.61437923489368,-0.568974447324918,0.239183125567735,-0.0266591800525734,-0.855082226107573,0.84149966699318,0.8075416006104,-0.30689335204857,0.183894653881293,-0.045083349411088
"94361",-2.06729381723319,1.46152983648321,-0.145718701150977,0.849650613632068,-0.81015932721515,-0.199446742373176,0.317808671474449,-0.123629387887951,0.139486966861135,0.0856229109304152,-0.129177810764104,-0.358152827394004,0.3447573145278
"94362",0.418834031298834,1.14249839452521,-0.165878504373908,0.198725933021405,-0.240289889220097,-0.552598200698251,-0.529374360063827,-0.337597898542402,1.52527899532531,0.258146795355716,-0.162082674795642,0.44847087570926,0.0862281893687535
"94363",-2.33910914128062,1.11938545774061,0.193337655650453,-0.383314873434221,0.270836748659622,-0.420285898790919,-0.225160739719312,0.085557143228209,-0.278754310080604,-0.409103554629514,0.838610649078001,-0.516636682666045,-0.169657114653538
"94364",-2.39822759028431,0.338897670039723,-1.38201177770193,-0.314597189423956,0.223289817400884,-0.652839913253165,-0.435914985219005,0.346657726038506,0.482197269986169,-0.615056953911594,-0.172063677309289,-0.0231634417896619,-0.297602649515592
"94365",-1.21753517817127,-0.0282401628322954,0.0269355477732164,-0.519582932291308,0.318893362917874,0.252848815707216,0.146420165048662,-0.325561715521412,0.420273981657173,0.588819441153171,0.28867906895246,-0.00227127207438689,0.0397417839998547
"12827",0.642358775324128,0.223305219151312,-0.0377510909599108,-0.0252228628115599,-0.643871566916402,0.228536069812115,-0.0845233654342786,-0.529634699845648,-0.713290629179438,-0.101196735731875,-0.526859164376948,0.0862183915207416,0.0280842369226914
"12832",-2.49677931023947,-1.38982347193228,-1.42665210435052,-0.0812470376109977,0.635805378414976,-0.329132001847237,-0.373169429686701,0.915588239584966,0.948982443639354,0.64867495037736,-0.0131909670061294,0.551360146807239,-0.116979606135535
"12831",-0.715399804364246,-1.17333503876699,-0.470427462312117,-0.790377201792866,0.270365243803499,0.189892270373931,-0.662651044504571,0.626645003264951,-0.227592323984579,-0.451175029555495,0.488171683135814,0.429460499088717,-0.496805844619433
"12829",-2.09259814382158,-0.337640570626336,-0.130354630672087,-0.845488260001935,-0.300595638439816,0.149869404039907,-0.615706321654099,0.378486439374785,-0.625229123433286,0.167176006349877,-0.130732257259684,0.304077479068553,0.0137294493322782
"10455",1.36152317986887,-3.48795042012036,-0.634637252086305,1.19042409402224,-1.77526804339103,-1.11751148726154,-1.36304038610928,-0.478860122648785,-0.636544950319554,0.412879679471929,0.672718037619071,0.31565992679246,0.122771260713226
"10634",-3.40585575751229,1.04676097572012,-1.07440415595852,0.635559695525766,0.216440099524697,0.255368379414166,0.300386468221134,-0.0701141738419971,0.26167785484185,-0.229806682485635,0.175883774881254,-0.27993914639024,-0.20598505388659
"10633",0.426150399730554,1.47776179415686,-0.310677799677142,-0.134911520568229,0.59175696419683,0.10431495273226,-0.821710016686091,0.12618548175033,-0.175970884638334,-0.17372936278156,0.557870477425645,0.466536875314413,0.461694315506127
"10457",-3.61876752121396,-1.13806647733007,-0.470385887701601,0.147014245558808,-0.733151461393266,0.268657344318115,-0.843138411604316,0.821692830988829,-0.112527936480779,-0.60107268570821,0.607269234824587,-0.161115951046922,-0.0951862639814779
"10635",-0.171926857959665,0.984068824396437,-2.20898615452799,-0.146297052288202,-0.246706856581669,-0.824847294036363,-0.613653998910517,0.0163184280501292,0.200210498809687,-0.181798381706918,-0.20073822857507,0.0677989289618464,-0.0364901033023163
"10456",4.0590536270115,-1.26885133520372,-0.206031359610207,-0.309839817397395,0.795927859448987,-0.324177563542145,-1.11005115676818,-1.29547433221684,-0.0769517330517606,0.292455079149442,0.181427038463705,-1.50933943775068,-0.106737482809234
"10453",-1.80150810483697,-0.996278731442102,-0.989144578459519,-0.97910427011967,0.0329872873554679,0.146641601848911,-1.00906419916269,-0.716294603006506,0.286276997225947,-0.0195362273241715,-0.504901530076739,0.453175908385138,0.238737190853121
"12835",-0.717073754679636,-0.062611328162952,0.458226675134813,1.00989708534681,-0.0866287626113886,-0.499172860866226,-0.573958669590573,-0.421095657787004,0.334754542047251,0.034911091877712,-0.290830344077224,0.114793849038452,-0.23929579657894
"92999",-2.72031348437265,-0.551394881915692,0.724280689587923,0.133413171003266,-0.524975498791043,-0.434347306379436,-0.487879207270153,-0.294304173246601,0.118767528171338,0.0747161413666268,-0.0652061063418685,-0.0319978037804971,0.0786690410671802
"93000",-4.92081615494061,-0.178931469461922,1.40940119407828,-0.501800615272523,-0.000988407550803108,-0.327364453838886,-0.015905118067113,0.397836618755109,-0.515841006865558,0.032697141023617,-0.166717282116804,-0.135335967028081,-0.576914571248402
"93001",0.486399022034415,0.895333130944112,0.329286349674014,-0.293036849373805,-0.621557469212458,-0.36344537663735,-0.290919993505883,-1.3558528414771,-0.921335810761498,-0.399700485574397,-0.174455132091805,0.6088728966952,0.178047299376812
"93002",-4.12064206440351,-0.146957352952259,0.449809776657793,-0.398667065477144,-0.685217960549736,0.433323785996344,0.288317254652305,-0.600731138567239,0.112968233516422,-0.210381576038408,-0.172996269446086,1.00709336731465,0.0315307068660538
"93003",-3.41326146718133,-1.13119569440368,1.89307501133163,-0.433775715543189,0.0718893226791057,-0.215236754088446,0.225998685771716,-0.193310338720885,-0.330869652147546,0.385596985011603,0.0384754364629853,-0.24705289792349,0.183271993585873
"93009",-2.27533402422777,-0.165377266240446,0.910526346369351,0.437008386288277,-0.907429225041699,-0.268897976620153,0.494988825273874,0.072518158601544,0.154807870756273,-0.652244032951022,-0.230761162875088,-0.136117144398152,-0.306055702631887
"10308",-1.73104481954207,0.518509688436107,0.720847324816893,0.631759226681455,0.880795769500696,0.191728633915281,-0.0656768616856652,-0.412756395919392,0.572050255699865,0.352105018867081,0.601961179000218,-0.0621324877414657,-0.109221002386072
"13305",1.0362882201579,-0.13725396536224,-1.4780028970606,-0.349233615492033,-0.575539541237545,0.0473416808365059,0.65786480792487,-0.91148464808738,0.534722431256562,-0.384954628151286,-0.351101883860906,-0.0939062164710568,-0.307478257574256
"13303",-0.251169187796378,-2.13543103663475,-0.667462164958321,1.7437326942567,-0.772489584577564,-0.140714668886954,0.478377305896086,-0.547898839169579,-0.353438267371704,-0.64429639907572,-0.297715047313013,-0.032982413600287,0.390443244919941
"13302",-2.70965152541927,-0.235944866088227,-0.0768710895710028,-0.465058812269623,-0.346229718797246,-1.41893157235395,-0.514140277721713,0.196105274524466,-1.06900835703562,-0.375717129345728,-1.01728004722168,-0.0516130608338439,0.218124417564993
"12849",0.642910170828054,-0.88437644168075,0.179822536707264,1.09438156732475,-0.351915222766425,-0.753046890000537,-0.134715818153058,-0.0304263689255236,-0.232117922874303,0.106994625591291,0.373162332586832,-0.454900329586135,0.243422503678295
"12847",-1.14395142917039,0.372310618580761,-0.192106917688179,0.731203117002368,-1.12224238666715,-0.578393919427652,-0.930223819242337,-0.302945839556958,-0.483977659621144,-0.491968333838324,0.808221664266081,-0.32227111584337,-0.0869606894480912
"12848",-2.57666828597179,0.296714687142367,0.106111469578687,-0.207138564073401,0.268774030315586,1.15014195638691,0.186892234621556,0.306640778585903,-0.102539560478463,0.00444479588446434,-0.240293689902043,-0.372755707841413,0.008400182191104
"12846",-1.34470294280601,-1.81537883204603,-0.615984243068526,-0.562157577893954,-0.786792143596532,-0.244265431732898,-0.561526204638012,0.404654700706011,0.55545391248055,0.121243938592017,0.311630277901579,-0.035115839749198,-0.00209278718856287
"2138",1.84711505231594,0.237321633333928,0.787639887941912,0.733243033913485,1.00232516485947,-0.0166590785874227,-1.53079287630252,1.06776960441534,0.260693732216886,0.119560201729598,-0.391713541145672,-0.0922337018998539,0.138432651849094
"6563",3.34085359574661,1.2188553056862,-0.134140359743462,1.10210500365683,0.254277790675074,0.0369771531932463,-0.429883542747179,-0.332784271771384,0.183169896216192,0.018453720118052,-0.589559186553384,-0.331230965067197,-0.280158636616052
"291",1.24253571629513,0.0512379845508455,-0.509706258283375,0.0522321471488798,1.32855487379873,-0.143943788563497,-0.928509857234982,0.107351534752634,-0.456485596207143,0.972610024339777,0.183117007947841,0.360838726644405,-0.170932744349625
"1.2.7.25",0.834254987964937,-0.193687810089493,1.42762187193099,0.426127734249049,0.554938385857514,-0.429382205452673,0.230429893815311,0.278772426813995,-0.427563670912548,1.01634433432454,1.22338264461106,-0.00417015467331459,0.310709913683678
"1.6.6.28",1.05461084026798,0.714726463860422,-0.167877265158705,0.934601182352811,0.587068471632056,-0.360907823858792,0.326541221767796,0.258547613903855,-0.0463963918985307,-0.645718578914818,-0.258093183480465,-0.534461833905802,0.33951510943647
"12853",2.03013028664481,-0.975853669422757,0.351538849251564,1.41171712536244,0.764247526605216,-0.386125832625504,-0.210024139318877,-0.44143753356457,0.610963878456733,0.28535518310365,0.0649781623985445,0.36542341795409,-0.0934442121481073
"12852",2.97623662867839,-0.349804748942298,0.725555030181092,1.25462188116363,0.554723811562807,0.067714817242062,0.28647245831055,-1.66470693145327,0.29169568535576,-0.302805661234883,0.372730168054288,-0.0828768086791128,0.205549798746005
"13304",1.10426069741482,-1.74416174157124,0.274370233487692,-0.0242197294669715,0.301043627431705,0.262594625681249,-0.353890193128201,-0.335651884447062,-0.629491621731405,-0.283471357514364,-0.155089279852299,-0.521388031706381,-0.0149193672932962
"9836",0.0562790911930756,-3.58930985258172,-0.571497706581883,-0.309736667718394,0.727957035733652,-0.130451490935801,-0.650351526889792,0.280286141412025,-0.405895772708993,0.721283915571337,-0.0433537722310089,0.363130445242336,0.715768496178352
"9837",0.29360672949513,0.058554883781449,0.418862518417638,0.0181052697249131,0.561494811528687,0.206008196224131,0.0909585046044395,0.450997573046406,0.570681758391898,-0.430626892211747,-0.440395964268328,0.234296606016284,-0.241590635729364
"9838",0.50354496735452,0.166123548882365,-0.811375302584938,0.193398070914649,0.820740331105581,-0.387889130772541,-0.0554253483167126,0.0100005785151953,-0.606930013198399,0.120486814217495,-0.591481736361934,-0.0498551845125423,-0.407196476174473
"9870",-1.34008386916748,-0.77776677559329,-1.47050871576253,0.966252602576732,0.11581151741821,-0.187768329886018,-0.0106809252370436,-0.0578140425256294,-0.633042742973971,0.178538255965533,-0.529379121568632,-0.229599035662354,-0.10869174279523
"5956",-1.03359280004083,0.481960302561729,-1.95787928357802,0.522699872744087,0.143723194923605,-0.929733291882945,-0.917874502218295,-0.223961733963909,-0.204663784290368,-0.302816950484782,0.334946260236358,0.238862155359485,-0.147964903334774
"22436",-1.7712482502337,-0.336542830358613,-1.49239910420655,0.207153056884564,1.05477609850369,0.249620210709964,1.06999143855773,-0.286623058596625,-0.226736213185562,-0.177877802870622,1.47014316278411,0.0673901060143397,0.109304140145342
"3697",-3.39360553946111,0.392205389522621,0.218492361035748,0.661012823931984,0.0384832836277201,0.52346139026887,0.87459733738359,0.260806373959397,-0.0399037308893878,-0.281879944749635,0.358222108873899,0.402862596660178,0.128333114705991
"12851",4.97208825936011,0.510458768854442,0.917899148575235,1.41002198385198,0.732429195100785,-0.006595892620337,-0.292838526585839,0.106454617627685,0.183946341791487,0.369896883296118,-0.535201622957249,0.455390087196071,0.356564859154003
"12850",-0.549504010387974,1.15242588899065,-1.41288826552631,0.401060692907135,0.957509759204684,0.511266888485709,-0.87879713131785,0.582225012380029,-0.168441145181775,0.0819058619439232,-0.214743052696429,0.221618874393476,-0.219947448564931
"1496",2.113671335298,1.09713948035738,0.295257851368041,0.211588637449256,1.27403038789465,0.667155747400402,-0.910823293306093,0.587214617750005,-0.938087837423814,-1.03421266729401,0.531758472188236,0.717050492962188,-0.450178414496316
"1497",2.10806412601475,-0.0908199598827592,-0.404426154825276,0.079471125284043,0.722874606140534,0.596008686882351,0.493591258985986,-0.40013953168127,-0.901866737866015,-1.0386304539744,-0.205766696698191,0.598419912467957,-0.0350452991346648
"3881",-0.535158530324403,1.67714929903728,-1.28278767035711,-0.0277590510186822,-0.177616798939473,0.444382410140758,-0.640307889445678,0.129538990227338,0.401398593839409,0.15966290619321,-0.208585085798341,0.39607944284663,0.219017999442831
"6648",-0.917839175222691,-1.79512516483818,2.75635554274165,0.61367246421748,-0.480855765516102,-0.479802558672573,-0.125679551982616,0.629486228411567,0.326092601386294,0.284400585948474,0.0354053362220103,0.0452835815984793,0.207191885812116
"6649",0.0264813971241623,-2.43528616898386,0.0365796783629244,-0.632415428380484,0.704434500752818,0.248365908503823,0.734203042664024,0.654810439793557,0.415808209150372,-0.0655865169833779,0.200031819669576,0.0216824932613223,-0.417200721278043
"6738",-3.09438512792756,-1.33685486442862,0.743971779378023,-0.675804144948145,0.282831808272154,0.0366304145964352,0.205427642591345,0.571629425343257,-0.265266412391919,0.0589006632268,0.0944167250990496,0.400173547262196,-0.656245605292203
"6003",-3.9502214887711,-0.707684580109871,0.816711789200176,-1.63770393327937,-0.710087029544064,0.44429626736647,-0.952531691156222,-0.42889794156793,-0.112470084173305,0.0736500657542939,-0.264042873761917,-0.849757104678018,-0.294352151212904
"10037",-3.27127480619199,-0.755802982731301,-0.169072772313276,-0.130148761352585,-0.55668188800756,-0.15302562743491,0.253812047411379,1.0979095243089,0.327303541262813,-0.488586193996691,0.422214726359176,0.545561676194611,-0.578764678592605
"9784",-2.01680723093028,-2.43318771538141,1.55813471584537,1.08905023022297,0.115325064021797,1.12876204154439,0.799389701348836,0.210548955023351,0.555335297613533,-0.65080769841437,0.441824818186533,-0.297872799614965,-0.791605284255375
"1834",-1.39008894124042,0.303322431007308,-0.426380860998957,-1.01832562337184,-0.545894281248268,-0.205540141323654,-0.615041340913305,0.154206892258117,-0.881352151317636,-0.181140199687331,0.733724324584043,0.079091545557313,0.584978096423477
"1837",-2.79644960972965,1.00057060293097,0.0986745647714937,-0.144739316710329,-0.846902897268086,0.449015669255118,-0.409477781164554,-0.158795200204191,-0.130764440439059,0.362265811737079,-0.299779965013627,-0.119771549702625,-0.0940339679473389
"1836",-2.79105088561886,-0.432335863218636,1.84915562547231,0.845430461078974,0.185673065298144,1.02715100036339,-0.0320187128420288,0.862984452057305,-0.317876888679121,-0.271201188047396,0.0788141290819164,-0.0235442379434173,0.319580507966746
"1833",-7.86413404144398,-1.08440609170123,-0.0475014702152183,0.359594391668524,-1.17570831027368,0.0751532619805526,0.0239731253685025,0.407702036894194,-0.356177713404355,-0.808435637377128,-0.0387541833049128,-0.291090475232813,0.124379221574171
"1835",-2.41819432549675,0.468855071682334,0.0812607100025605,-0.508955649940901,-0.445404948381311,0.385311914597881,0.205888870796219,0.804438725676652,-0.00325573197860631,0.239379181911262,-0.65941958923062,0.153946807059051,-0.0177361662628427
